"Epic","Feature","Story","FAILED","BROKEN","PASSED","SKIPPED","UNKNOWN"
"","Logged-in user E2E Scenarios","","0","2","11","0","0"
"","Guest user E2E Scenarios","","0","2","14","0","0"
