"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","4495","[Sign-in User][.com] Reordering from order history page by clicking on ""Buy All Again"" Button","","Tue Feb 18 20:01:13 IST 2025","skipped","Tue Feb 18 20:01:18 IST 2025","","E2E - Signup & My Account Scenarios","",""
"","78330","[Guest user][.com]Place order using different variant","","Tue Feb 18 19:53:06 IST 2025","passed","Tue Feb 18 19:54:25 IST 2025","","E2E - Checkout Scenarios -STM","",""
"","112026","[Guest User][.COM+MarketPlace]Place order using Ship to me with Master Credit Card","","Tue Feb 18 19:59:20 IST 2025","failed","Tue Feb 18 20:01:12 IST 2025","","E2E - Marketplace Scenarios","",""
"","129197","Verify that store options can be updated from the pickup dialog in the cart","","Tue Feb 18 20:19:20 IST 2025","broken","Tue Feb 18 20:21:29 IST 2025","","Store Locator Scenarios","",""
"","2512","[Sign-in User]PlaceOrder using Same Day Delivery","","Tue Feb 18 19:37:45 IST 2025","skipped","Tue Feb 18 19:37:48 IST 2025","","E2E - Checkout Scenarios -SDD","",""
"","128421","Validate content for global headers and footers in clp page","","Tue Feb 18 20:28:15 IST 2025","passed","Tue Feb 18 20:30:23 IST 2025","","Global Scenarios - Headers & Footer","",""
"","29555","Selecting subcategories for a product in the PLP","","Tue Feb 18 20:08:37 IST 2025","passed","Tue Feb 18 20:09:06 IST 2025","","Mega menu Scenarios","",""
"","6508","[Sign-in User][.com] Verify Save for Later & Move to Cart option in Cart Page","","Tue Feb 18 20:02:48 IST 2025","skipped","Tue Feb 18 20:02:54 IST 2025","","Cart page Scenarios","",""
"","57973","Verify sign-up page fields and functionality","","Tue Feb 18 20:24:06 IST 2025","passed","Tue Feb 18 20:25:03 IST 2025","","Sign In and Sign Up pages Scenarios","",""
"","119043","[Guest User][.COM+MarketPlace]Place order using Store Pickup with PLCC and Gift Card","","Tue Feb 18 19:57:20 IST 2025","failed","Tue Feb 18 19:59:19 IST 2025","","E2E - Marketplace Scenarios","",""
