"Epic","Feature","Story","FAILED","BROKEN","PASSED","SKIPPED","UNKNOWN"
"","Logged-in user E2E Scenarios","","0","2","16","0","0"
"","Guest user E2E Scenarios","","0","3","16","0","0"
