"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","63929","Validate addition and removal of items quantity in the Cart Page","","Tue Feb 25 15:33:08 IST 2025","failed","Tue Feb 25 15:34:11 IST 2025","","Cart page Scenarios","",""
"","25183","Guest user is able to signin from cart page via signInlink","","Tue Feb 25 15:36:04 IST 2025","passed","Tue Feb 25 15:36:30 IST 2025","","Cart page Scenarios","",""
"","76097","[Guest User][.COM]Place order using SHIP TO ME with Gift Card","","Tue Feb 25 15:23:09 IST 2025","broken","Tue Feb 25 15:24:25 IST 2025","","E2E - Checkout Scenarios -STM","",""
"","26590","Verify pagination functionality in PLP page","","Tue Feb 25 15:48:35 IST 2025","passed","Tue Feb 25 15:49:02 IST 2025","","Product Landing Page Scenarios","",""
"","37899","Verify invalid search keywords display proper error message","","Tue Feb 25 15:41:47 IST 2025","passed","Tue Feb 25 15:42:25 IST 2025","","Home Page Scenarios","",""
"","30079","Validate marque banner progression through automatic rotation","","Tue Feb 25 15:42:25 IST 2025","passed","Tue Feb 25 15:42:55 IST 2025","","Home Page Scenarios","",""
"","151281","[Guest user][.com]Place order using shipping methods - BOPIS, SDD","","Tue Feb 25 15:38:12 IST 2025","broken","Tue Feb 25 15:40:44 IST 2025","","E2E - Checkout Mixcart Scenarios","",""
"","19840","Verify marque banner and links on homepage","","Tue Feb 25 15:40:18 IST 2025","passed","Tue Feb 25 15:40:38 IST 2025","","Home Page Scenarios","",""
"","24897","Apply multiple filters on the PLP page","","Tue Feb 25 15:49:49 IST 2025","passed","Tue Feb 25 15:50:14 IST 2025","","Product Landing Page Scenarios","",""
"","70237","[Guest User] Verify successful PayPal account login from the Payment and Order Review page","","Tue Feb 25 15:42:35 IST 2025","broken","Tue Feb 25 15:43:45 IST 2025","","Cart page Scenarios","",""
"","48738","Verify sign-in options on homepage","","Tue Feb 25 15:39:29 IST 2025","passed","Tue Feb 25 15:40:18 IST 2025","","Home Page Scenarios","",""
"","174050","[Guest user][.com]Place order using shipping methods - STM, SDD","","Tue Feb 25 15:33:02 IST 2025","broken","Tue Feb 25 15:35:56 IST 2025","","E2E - Checkout Mixcart Scenarios","",""
"","73385","[Guest User]PlaceOrder using Store pickup and verify the order ID in admin portal","","Tue Feb 25 15:20:27 IST 2025","broken","Tue Feb 25 15:21:40 IST 2025","","E2E - Checkout Scenarios -BOPIS","",""
"","95859","guest user books a party without Add-On and verifies the order in admin portal","","Tue Feb 25 15:24:50 IST 2025","passed","Tue Feb 25 15:26:26 IST 2025","","Birthday Party Scenarios","",""
"","26811","verify user is able to update zipcode for SDD in PLP","","Tue Feb 25 15:49:22 IST 2025","passed","Tue Feb 25 15:49:49 IST 2025","","Product Landing Page Scenarios","",""
"","110519","Verify landing on cart page upon clicking ""Edit Cart"" on Checkout page and Payment Review page","","Tue Feb 25 15:38:56 IST 2025","broken","Tue Feb 25 15:40:47 IST 2025","","Cart page Scenarios","",""
"","81095","signedIn user books a party without Add-On and verifies the order in admin portal","","Tue Feb 25 15:29:03 IST 2025","passed","Tue Feb 25 15:30:24 IST 2025","","Birthday Party Scenarios","",""
"","59498","Verify submenu navigation, disappearance, parent menu highlight, and options validation","","Tue Feb 25 15:36:29 IST 2025","passed","Tue Feb 25 15:37:28 IST 2025","","Mega menu Scenarios","",""
"","20047","Verify all shipping methods are displayed in PLP page","","Tue Feb 25 15:49:02 IST 2025","passed","Tue Feb 25 15:49:22 IST 2025","","Product Landing Page Scenarios","",""
"","100280","Validate browsing through the megamenu to land on CLP or PLP","","Tue Feb 25 15:37:28 IST 2025","passed","Tue Feb 25 15:39:09 IST 2025","","Mega menu Scenarios","",""
"","148620","[Guest user][.com]Place order using all shipping methods - STM, BOPIS, SDD","","Tue Feb 25 15:25:09 IST 2025","broken","Tue Feb 25 15:27:37 IST 2025","","E2E - Checkout Mixcart Scenarios","",""
"","54202","Guest user is able to signin from cart page via button","","Tue Feb 25 15:36:30 IST 2025","passed","Tue Feb 25 15:37:24 IST 2025","","Cart page Scenarios","",""
